step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type,is_fraud
399,155.03319475378663,10202.570919109783,10081.60779024109,1630.0109018107223,1754.806950851066,PAYMENT,0
553,601.3700089626848,5827.386117861181,5261.862113498379,2648.6291480268837,3216.231508938109,PAYMENT,0
168,327.49684294677866,6417.863016323108,6149.898384201901,4095.0665157837084,4375.469497642765,CASH_OUT,0
212,386.272041711817,4895.978619506577,4623.97803384602,1342.2417141217732,1627.3389338618,CASH_OUT,0
528,422.70300531600145,5071.036989576047,4750.941291774885,1888.3643159865467,2277.2900226464553,PAYMENT,0
538,204.29616371381923,5364.385376003771,5203.97301713964,1400.5644309154577,1567.7992226406304,CASH_OUT,0
464,129.73631250409196,7798.053030850135,7705.6806602232145,2142.411301546965,2244.0590016696333,CASH_OUT,0
573,308.4314236840054,4892.313355395575,4646.035139374399,238.02711047110688,481.06929125205863,PAYMENT,0
675,308.37769576354333,5721.746538193547,5496.763181961584,944.6855866752635,1225.491675282418,PAYMENT,0
284,29.322794329220002,5153.150602624377,5125.0854895453,3595.47693116141,3615.629017091145,TRANSFER,0
447,610.696406065702,5547.6839531909545,5036.574533727533,2098.3207695324013,2525.514483191915,PAYMENT,0
644,518.2801515047098,4067.204701032473,3629.3326538966276,1795.9022274747995,2259.0550619167734,TRANSFER,0
517,485.42948830803806,8511.68628173501,8052.205479840696,1706.8634339815078,2101.345165102159,PAYMENT,0
133,205.38560267726854,4879.703844491944,4707.221080794544,3148.268240457296,3327.734348880402,PAYMENT,0
257,218.40396585392068,7998.563448044231,7814.59386442026,1593.4475188036945,1739.5900496677252,DEBIT,0
447,362.48055191701445,4922.087940741056,4635.328466190981,974.0028376122748,1219.8131352674236,TRANSFER,0
140,201.01316970487716,6922.682584192129,6733.699591010666,1043.9732575780577,1212.5353766142593,PAYMENT,0
559,593.3140307223991,8770.855984834301,8287.021309423359,4019.4315945872313,4411.911272619164,CASH_OUT,0
705,96.87547394063724,6700.6946124120095,6613.004933419499,1989.3737208972498,2080.8515060703835,PAYMENT,0
429,210.2361845981394,7268.620426286355,7112.1155626567315,1891.6073340410203,2089.3778715338844,PAYMENT,0
449,216.13760341823195,5416.384954408216,5253.477244263606,2638.9516341566596,2810.0990128451526,DEBIT,0
505,113.9261279741589,5954.9210094294285,5870.0217637995975,3734.249716442023,3834.672840172916,PAYMENT,0
356,409.5823543915627,4485.610341251846,4096.494898191777,2845.971472892725,3186.6752786002457,PAYMENT,0
522,182.4228311492133,5619.544387306159,5455.748481191481,3511.5826787954747,3634.9610848831057,DEBIT,0
743,596.4625673414081,5563.864163989429,5066.218158115303,5525.859200981156,6025.330183002252,DEBIT,0
238,492.42466340972544,6339.903958823453,5882.0343919150055,1777.1708135788447,2156.989670219582,PAYMENT,0
198,112.36089200630866,4531.424520718186,4441.311630931526,3750.42205938158,3841.0914320102743,CASH_OUT,0
354,543.6649368273318,4454.697630803493,4020.1944044546294,1760.1168277533993,2253.6261091148094,PAYMENT,0
526,145.46712228042597,7317.484204263036,7182.97215721061,2665.140055466484,2760.01833434236,CASH_OUT,0
560,219.37609955719586,8131.6127770366875,7955.371489046476,1534.931156728392,1679.9864671124014,PAYMENT,0
168,198.54467854219274,5591.369831153151,5442.735087124379,2775.038978577317,2915.6920378939694,PAYMENT,0
706,881.2792981659607,3865.697848052846,3093.73657422017,591.1225920669253,1286.453711986122,PAYMENT,0
328,195.17755437817132,5939.274491458278,5771.483092985307,2857.618731933011,3038.4557564060633,TRANSFER,0
363,423.76612029924195,4904.699027449512,4560.076628287495,85.62852202108161,416.4797064490731,DEBIT,0
283,242.25185475852382,6048.480516532606,5850.284524232767,2944.3742750178367,3127.6048335155137,CASH_OUT,0
28,198.86005211416114,8375.148727485692,8181.047524418534,2299.165542233,2471.8805689190394,PAYMENT,0
562,228.36109175180871,8277.69283102146,8080.733709812054,886.8331941997601,1037.993224698684,PAYMENT,0
342,584.8725671750609,3568.6913705282013,3049.4380002030516,3165.0373212912905,3573.364574454134,CASH_OUT,0
348,441.2421684684879,6510.25889867045,6157.162047383834,2750.9666413152436,3059.6071840924224,TRANSFER,0
391,129.9836922150501,4517.9413901098615,4390.677575889981,3173.889243327639,3295.637500553296,TRANSFER,0
258,854.8491292284501,5386.82881408957,4569.960232493382,3792.373086695438,4572.572602025629,PAYMENT,0
99,327.38154915913503,7497.747923975391,7223.258918594513,3647.1608017437015,3908.960969214149,PAYMENT,0
218,942.776098211155,4299.516676490195,3584.6790317856703,2242.116161616184,2948.211418756571,TRANSFER,0
407,919.0050266887388,5766.858221762011,5080.577263591576,1696.6377685400676,2493.804059314006,CASH_OUT,0
624,708.303363353796,5650.442718472018,5021.072268620186,2363.1587842065846,2852.012059379844,TRANSFER,0
326,1017.6360486235553,5887.354023228459,4890.935518893035,497.7489535786949,1448.2930580513657,PAYMENT,0
156,365.5064584534709,7168.7747560952175,6812.680552385204,2447.690065380684,2773.681736385466,DEBIT,0
200,363.0785376742398,6396.868162225548,6122.694573841395,152.99323803199195,437.17517234039747,PAYMENT,0
342,213.69096099234162,4135.283329491001,3964.262685108989,2169.393614747566,2354.230878958267,PAYMENT,0
681,277.9799956718175,6227.373520921751,6027.301890177474,3081.1839467403124,3338.933680040559,PAYMENT,0
316,648.0475054820178,5201.165397774177,4573.539885076704,1279.6846251812422,1769.4060024445012,PAYMENT,0
194,136.2368894508307,4901.737610193469,4783.849171738683,3460.906678803306,3566.9249726726207,PAYMENT,0
351,44.885223874699854,7158.568619889961,7123.650415348025,2279.460334462292,2322.0676551292245,PAYMENT,0
682,1118.4154494940294,5372.302176114473,4326.47392188612,0.0,986.0092679628536,PAYMENT,0
497,518.650662028843,2807.2097862668024,2355.5273407283785,1279.542449073635,1761.8252149506793,PAYMENT,0
535,582.7815418885586,5836.721998563966,5381.010774722787,2450.309399461436,2938.0735510301574,PAYMENT,0
660,52.29165743433775,4261.876660881627,4218.801763965201,6692.84560107912,6733.872469504404,PAYMENT,0
20,348.8125537892546,5468.948290211101,5209.808569845671,3406.6018487279257,3638.9721523485296,TRANSFER,0
118,212.21507923746984,5649.247243024245,5485.929367596062,818.1622421141426,1004.6597504189562,PAYMENT,0
170,221.56286903191923,4783.056426063455,4576.136091413081,3761.9308495018786,3937.9077080513784,TRANSFER,0
534,249.27552196024027,6930.0799726371015,6698.134348497888,807.9145417634463,1009.2599313199341,PAYMENT,0
156,619.3143525616642,6333.603625159788,5876.816147919057,1210.8848549848026,1677.7161568998863,TRANSFER,0
107,151.72164417808926,6887.416596089315,6754.47802297998,2327.091407156774,2443.0750292980197,PAYMENT,0
317,330.955804925027,8643.637789850753,8334.874239239673,568.6730324236491,867.2724815083336,PAYMENT,0
5,555.9166357456796,6540.273654693666,6079.877383872689,2285.8769466618346,2661.4421163251664,TRANSFER,0
655,441.59756866302325,7375.224961564404,7050.562047941526,2358.284276575098,2649.0493686703167,PAYMENT,0
6,156.4679870208491,5491.986245325027,5363.543307253443,1828.0112716757812,1935.024226421411,PAYMENT,0
112,557.0477460269049,9570.16281647579,9087.945907225598,4236.886690440302,4655.490971692838,PAYMENT,0
667,185.66584560496668,5121.926342014568,4981.143598159532,2548.095822981674,2699.33398521594,PAYMENT,0
735,83.75345996553516,8138.927696751638,8058.846513627429,2178.367033201422,2239.877363575573,PAYMENT,0
630,427.77508533939937,2830.343932815012,2483.7768439703077,2591.4318307972767,2921.0158497698458,TRANSFER,0
367,1053.8924725127233,7049.757492474032,6215.206233969592,3245.3195077830096,3987.521500331511,PAYMENT,0
243,228.79370894990362,8002.824493949369,7828.196085303274,1448.1544438135727,1653.6331492549994,DEBIT,0
683,285.82257365526317,5151.537549684936,4906.663632139937,3380.6460793036404,3646.551993123611,PAYMENT,0
483,155.270578680233,8417.907124756342,8284.221286860306,700.4658847077046,812.6582337849482,DEBIT,0
30,342.7764019178095,6640.735823511164,6356.289918810848,833.5656851921403,1103.320315856702,DEBIT,0
112,611.4386249976801,6806.471111708971,6306.020510822495,1747.5781699426084,2147.915166623632,DEBIT,0
666,283.70229205268424,8425.793975485049,8225.994911148158,0.0,219.85394737215643,CASH_OUT,0
562,698.507147190572,7781.843631410097,7099.600514285327,1932.2267657413902,2579.8397715000356,TRANSFER,0
57,528.2283282039776,4334.8306406046995,3923.598228471653,2975.449669316839,3470.5251736545993,PAYMENT,0
743,362.23813734226064,4138.119692993883,3797.8088780357607,909.0286937662477,1191.934352217184,PAYMENT,0
423,551.4207393205302,6751.07706493206,6268.753941068918,3075.4743079510445,3531.2185795999426,CASH_OUT,0
703,137.67472965619453,5521.241348429115,5400.827333186136,2565.8829763308067,2666.7371374487434,PAYMENT,0
715,124.72109470363333,4926.262914728347,4806.450904777701,3303.264278095793,3391.644968752695,PAYMENT,0
472,60.2843301341726,9733.771761662587,9682.21362239412,1804.918860413742,1860.2436940989517,PAYMENT,0
42,291.4517945066424,6722.114159052902,6444.426776559388,2538.536318457842,2743.745064771813,DEBIT,0
333,53.121356981464906,7028.144155522629,6985.318523039783,1768.4445544686887,1810.8219003615272,PAYMENT,0
666,91.14558577103864,5159.154171310383,5077.402674338848,4001.713863879572,4071.7827992096663,DEBIT,0
273,343.32615280434345,5001.867282950525,4747.69196117414,350.49744727936286,667.5671135688376,TRANSFER,0
230,236.52366207815888,6565.415482668106,6358.107423527965,1330.3166766320815,1511.5729863841002,PAYMENT,0
206,271.49599073022864,7262.220109902689,7052.407521056361,4883.870881421775,5076.810993220227,PAYMENT,0
497,166.83832112035128,8627.569809858665,8466.860623261593,2950.201846965677,3102.73213823819,PAYMENT,0
64,591.0148815633426,8127.5160187768615,7590.974651251398,1429.5058623388709,1905.04205200954,PAYMENT,0
326,268.51129169824105,6121.7883147951325,5916.658379674257,3135.36456052803,3320.1609223550936,PAYMENT,0
156,181.29093510653817,7678.584601732968,7501.686993978089,898.9193501895795,1022.5959777980592,PAYMENT,0
658,452.4588592163848,6247.562277272343,5889.889457882794,2120.1120961355928,2435.976581320278,PAYMENT,0
416,454.19019830308497,6371.126995423042,5928.237535616198,400.0907712292626,800.3278813823283,PAYMENT,0
201,69.8265879757851,4960.079081485205,4901.55086136617,3245.831338711001,3299.813147608533,TRANSFER,0
203,79.50898593594479,6965.984861353263,6890.690347132975,1947.0339758871592,2011.9005980734769,PAYMENT,0
550,229.04600867483938,2881.1532816894046,2699.0171082378847,2938.2978484446635,3134.334650335302,PAYMENT,0
540,397.8626202113938,7591.7379521392495,7271.880747044362,3307.6740499461043,3574.636385703902,PAYMENT,0
658,432.92656551403616,3905.1329090204863,3551.929345920686,2368.8725390969275,2753.6118706629095,TRANSFER,0
572,236.71921792971077,5555.780195461838,5374.030245282543,3781.8923920767756,3988.8685319365263,TRANSFER,0
114,62.70537595379564,4345.157538710965,4285.1048689293575,4081.088733797823,4127.761762537845,TRANSFER,0
355,211.469806030068,2867.136565585561,2702.405564114143,2160.5394449981254,2332.2476968514693,PAYMENT,0
2,295.89776165078314,8280.984759182045,8012.525225978279,4154.970929519475,4361.008466144223,PAYMENT,0
674,332.9939335443163,2213.2188057621306,1907.2303560211417,2045.2266577504129,2317.6217938695568,DEBIT,0
567,73.48733909423048,4649.000867638392,4592.460542081171,1474.3304059569252,1524.8785884985411,PAYMENT,0
607,56.714118296637615,4455.350335082281,4410.355582861958,2992.705895418955,3045.393727179179,PAYMENT,0
545,311.49284900956695,5605.905118177311,5377.515803189627,2317.3794121308647,2522.436554599154,TRANSFER,0
58,437.6607956489717,8861.32674641263,8551.434336602797,2277.978264572132,2659.0768795378294,TRANSFER,0
500,70.66990379188834,5222.981684183139,5169.75482563077,3613.882713257016,3668.3422364151697,PAYMENT,0
598,20.011892490783605,4327.34947900792,4312.343167933908,2341.7230000323375,2354.870790785004,PAYMENT,0
474,399.6136806054833,7787.652361510614,7479.929776548564,1431.3983476156582,1789.7824971895798,DEBIT,0
618,417.06295209077587,6901.281606284115,6590.224347836831,2057.3539050317213,2451.610796189451,PAYMENT,0
443,199.8122624907167,5659.701248873804,5517.1095050221065,3601.3186428696263,3741.6221973653387,TRANSFER,0
258,120.81651416757666,7542.591700225548,7429.198530655863,2278.5970491902785,2376.2236652580636,PAYMENT,0
299,407.0736627976458,3925.2184767145623,3599.4677536461923,3442.5095129000974,3784.7505992358583,PAYMENT,0
367,317.51079684112733,5681.999005365204,5395.1249241302085,2064.838338036658,2363.8017905711467,PAYMENT,0
223,242.09896504887567,8597.312113215472,8405.089969437615,3399.705340227884,3561.9655123832868,PAYMENT,0
53,175.25458797409323,6672.8914931678755,6542.90823616483,2141.663594128982,2285.69016371516,PAYMENT,0
366,561.7598351719012,5610.266495813611,5157.934192251571,2865.482900261852,3374.7775535021915,TRANSFER,0
198,307.7706416692161,5464.415854951501,5202.036735949811,3522.391979220475,3799.382065965541,CASH_OUT,0
384,569.0302109594654,3684.196371597792,3170.3057997714823,1450.6106683410658,1939.3386671308494,TRANSFER,0
708,509.1563225590506,5494.619453849786,5111.5371577625565,1103.7778770227496,1567.384681861317,CASH_OUT,0
504,783.9705335000888,8921.935140855916,8182.7428462292255,1595.1187968963484,2109.1966263788513,PAYMENT,0
695,126.11456821055143,5712.91829848908,5608.027924376095,3064.121852145482,3170.2592332176723,PAYMENT,0
616,458.6052072283443,2400.553062351163,1990.9789392983705,1886.7533585528722,2260.500322664835,PAYMENT,0
509,1058.5257616596448,9559.561644334066,8787.822889917856,2867.5085706766117,3613.1905682144543,TRANSFER,0
104,263.75205472656364,3639.081707280364,3393.1121502187416,2713.1492410235196,2954.0268076805246,PAYMENT,0
14,372.73330728990595,7613.26513944826,7275.987620589063,1398.2772352059922,1660.033946648729,PAYMENT,0
117,578.8722452452189,6391.061604406841,5889.54088253306,2221.162972666103,2700.208864444706,CASH_OUT,0
18,619.1577050718015,5869.735129499985,5346.748743239034,3637.505417212613,4123.40197695994,CASH_OUT,0
370,382.75087317475436,3902.6117074319454,3532.455910643227,3096.8843611258435,3371.666409504843,TRANSFER,0
443,411.91067373899875,3561.9411711308067,3166.9447009499536,3115.4146343800357,3415.059722211224,PAYMENT,0
410,283.7371331232383,3953.7340732059843,3737.410946440227,571.8855992345648,818.9910805017307,PAYMENT,0
172,255.52412106941642,6361.540002876785,6111.174004457,1148.6419415932658,1325.5463954989568,PAYMENT,0
319,652.900612134152,4236.06105497376,3740.0622386382875,2111.2736357054036,2559.0775033026016,TRANSFER,0
485,107.60738359016784,6198.429698726246,6103.214320909134,354.54611354192775,434.33052039495004,PAYMENT,0
222,220.30742448675022,7645.514674464646,7460.090697930034,4469.17385117534,4658.995277700109,CASH_OUT,0
72,205.5659656127451,4730.703994777055,4581.689501047352,3024.6540357200747,3163.001682200259,CASH_OUT,0
124,188.81665467958683,6749.346061800188,6603.125390743541,3323.0122234274677,3496.488547921915,PAYMENT,0
735,5425.322066905536,7278.0714223026935,10.748395257629832,103.88857451987508,6235.094602443992,CASH_OUT,1
159,502.89967508938315,10429.534825818153,9955.279443269206,1565.930976335621,2001.6580664986304,PAYMENT,0
86,389.0843259204975,4658.1829036528125,4367.63485282488,2826.977703475203,3110.0523629320046,PAYMENT,0
623,350.8457842868362,6045.526892711891,5758.596100819614,2787.0141757672873,3055.2221531249374,TRANSFER,0
251,163.92577937023236,5427.9844251071845,5277.734612010094,0.0,145.77522041877154,PAYMENT,0
713,61.36645553327411,8640.02826865456,8594.331536303454,1329.863596246823,1385.543249072497,DEBIT,0
73,406.5542074148631,7494.803773021235,7151.125312248444,3373.74459490272,3739.3732218678565,TRANSFER,0
41,147.86902854925557,7623.743076616789,7502.224840635245,2832.066667433127,2940.8221056097887,DEBIT,0
286,1089.8692128518217,4395.051094569046,3408.7087821424248,2578.887989473894,3292.501593283287,CASH_OUT,0
670,149.47498956811037,3923.798099971816,3785.956971262385,1911.0852844227136,2041.1690055956733,PAYMENT,0
251,466.07208334076256,4932.757292724481,4528.270411010153,3036.4573512963757,3363.6044094402464,CASH_OUT,0
538,314.86374840122636,7108.727717315086,6859.428142734743,2305.8012718140444,2583.7869877245234,PAYMENT,0
481,209.3316985842584,8202.412096008182,8024.533384515237,935.4964861398298,1118.204781603435,CASH_OUT,0
56,176.2528239142037,8416.328546111159,8272.568135172987,1834.5959513119133,1961.899677889461,PAYMENT,0
640,168.60272317275184,5241.876934810811,5088.266285493494,2922.1607252956383,3058.4062282418895,CASH_OUT,0
89,406.8067376179117,5056.222824787486,4733.37409143792,1790.7648897933545,2126.8852748211784,TRANSFER,0
603,281.65612579869986,6624.716623718242,6410.05509277758,1023.6455067572383,1208.6902003064574,PAYMENT,0
87,649.1555821960113,5357.704677240188,4803.022264302041,2528.3462246995427,2979.4853302261677,PAYMENT,0
546,161.43774616188057,5982.401998776247,5827.456938453928,2386.3707411668565,2513.352906237923,CASH_OUT,0
667,244.1313343114714,6342.174456411793,6150.970522104417,1715.356008002386,1944.6342195942484,DEBIT,0
743,615.6645345195178,9129.666405412163,8613.360470622903,2126.5890034228405,2684.486513358676,PAYMENT,0
501,126.75613901118395,7763.195824337267,7664.666070038985,1222.1764057354803,1339.3148527632225,CASH_OUT,0
33,323.68151323542276,5032.87152228564,4762.32500492038,613.1253914668453,901.9834602394766,TRANSFER,0
26,500.6805217216476,4586.934993303459,4210.169067606119,1982.2258597254222,2380.834476952734,CASH_OUT,0
588,800.1212442183254,6171.175901532754,5555.656979192771,1420.132450507401,1982.4624968779062,DEBIT,0
347,505.3765543563202,6779.73661200035,6359.498767878634,1461.482946974199,1817.0090238124412,CASH_OUT,0
97,461.72430633178715,7143.80274480855,6711.006039689788,2042.8811021575793,2361.397526224321,PAYMENT,0
200,399.2858088042783,8184.569070811796,7879.191304136673,1536.1024477299984,1847.9724429441662,PAYMENT,0
453,349.3016108065968,5598.357769094259,5340.435329199874,1429.657074455609,1723.6359926022592,DEBIT,0
71,552.3546525563119,6775.077883755818,6251.4050760098835,1399.8678325250917,1883.1448789612116,TRANSFER,0
604,394.0054862773531,3993.721022790827,3716.5438748067795,2308.5485735917246,2676.6709851079304,PAYMENT,0
584,752.588651552825,7302.720587150884,6628.105901848205,4304.0806394457295,4797.777681765837,TRANSFER,0
493,208.20997112532328,8028.091909668124,7873.411137176828,3753.9799115301,3951.2502362378395,DEBIT,0
410,426.5845547334951,6945.667555368289,6637.253855569796,1492.1964812841047,1897.2324613974206,PAYMENT,0
86,319.35308810461964,7853.973866462921,7602.027303374658,1908.730530561873,2208.2245346354375,CASH_OUT,0
299,387.49340285389144,4845.24226957696,4537.00749247704,1837.0131532419937,2102.4739079319975,PAYMENT,0
137,223.8913007698688,5241.264162081595,5022.568009391653,2577.735355157835,2758.4608783007798,TRANSFER,0
424,690.7889669703079,4834.695952969456,4165.250437948552,1689.5277415708244,2193.977150044296,DEBIT,0
660,84.73756400144595,6129.17358492033,6056.278125156972,2814.804911695479,2873.088459408565,PAYMENT,0
658,444.1631451940725,9453.979104692193,9132.186064798645,3255.7929874680012,3618.851641692813,PAYMENT,0
678,724.5481283110518,6444.220203243853,5761.689382027257,3644.937639567534,4329.439461425581,PAYMENT,0
256,411.47396620108464,6667.456669025254,6288.123185563984,1779.9222457411652,2076.452569012734,PAYMENT,0
556,751.1940045397437,5825.501115779838,5291.623945088485,2797.8267509639127,3433.3296685106243,TRANSFER,0
333,221.61855313563385,5840.980045467134,5651.308353858203,4417.3948595907095,4594.245185630674,CASH_OUT,0
219,320.7768968303565,5765.724993101854,5477.147325599063,3072.7830396886984,3282.8681635908206,CASH_OUT,0
568,412.99769212282814,3613.561700446226,3287.7935028484794,1236.097105501677,1624.0910394611774,CASH_OUT,0
187,215.79303099396768,5926.890865358491,5734.247851875299,1344.567145385909,1547.9095762766456,CASH_OUT,0
483,991.7916784817625,2285.3526070006747,1542.7990593586053,542.7169299743734,1233.3456951598264,PAYMENT,0
54,181.2233729372527,4416.00656269763,4275.887613176321,3808.561296678051,3969.979017073267,CASH_OUT,0
446,88.56299768253666,5018.013419873205,4939.984980509264,711.4730550913443,775.0153988339483,CASH_OUT,0
349,700.3992822267377,7312.894350293185,6730.744150413734,3067.965251012374,3661.464674926148,TRANSFER,0
56,462.73093038368444,6550.63061830389,6106.343391664583,1239.8660892762555,1545.7333043171723,PAYMENT,0
294,253.67705610541142,8692.192612793999,8496.125396452873,3373.10387698698,3603.0220909754107,PAYMENT,0
679,93.88849972949343,5564.3259343281225,5480.369700270964,2139.0647912025297,2204.531282161255,PAYMENT,0
183,625.2503072495084,5317.634432689769,4753.059447357571,2122.1217072245013,2536.748563213825,TRANSFER,0
292,132.75894332722655,4026.409352390927,3917.889404807906,2869.2593147422363,2963.6037880227154,PAYMENT,0
484,239.56072158518396,6428.862005808981,6202.73877608701,1768.336717774746,1940.957721716093,PAYMENT,0
95,395.7800480923227,5146.041393956102,4825.657363573592,4512.604951039091,4821.780510297923,PAYMENT,0
155,437.1474428084882,3774.28619586003,3462.510631054958,0.0,409.90077896915767,PAYMENT,0
233,534.0034344415433,5789.482327995866,5365.005170115693,3226.520465822733,3722.1140534916626,PAYMENT,0
67,297.2593237210914,11856.25218832121,11601.97012692562,1955.2064123632933,2155.448353650458,TRANSFER,0
352,524.3493904539968,5861.626269078989,5382.67891610958,1690.1301204827696,2163.8220653079097,DEBIT,0
322,1161.3733804065682,4840.09879972489,3775.578256606289,776.6870463738253,1781.9989984942756,CASH_OUT,0
132,311.371486357577,5954.536498014088,5709.039449333592,3012.03667709634,3224.91286991249,CASH_OUT,0
541,656.0774073843837,7954.676268363829,7422.868205717705,2499.3090338676934,2933.1970311225286,PAYMENT,0
421,573.4636438342015,6302.594141584109,5790.155007050633,3104.13532647383,3623.59466858202,CASH_OUT,0
137,733.9448601763636,7863.747266256428,7301.401315804854,1933.3223730471818,2498.5445196434075,TRANSFER,0
199,52.42378513084029,9064.679607558599,9017.356801179001,1136.1734425186362,1178.599625690068,PAYMENT,0
438,530.6737784140998,6566.301938603462,6087.818326097786,1446.2840715595016,1873.5435761862586,PAYMENT,0
218,256.6180331672829,4546.0693422901595,4363.202876239371,1119.4467849852688,1291.3260157412797,CASH_OUT,0
66,165.5688601800249,7811.314771347907,7688.033205948528,4066.898226821767,4182.713897569796,PAYMENT,0
575,318.3501595657202,5310.660993457446,5003.74203459513,3184.0056277299477,3458.998352942898,TRANSFER,0
200,493.16543162486437,5982.865376235338,5523.764596156857,4575.732569651014,5020.285995617684,PAYMENT,0
477,392.05665588547475,5670.103797188675,5318.966771601183,2312.9678547624458,2571.389122594838,PAYMENT,0
622,282.50725676823146,5256.108373011722,5012.607218537905,4204.382147387969,4404.828491133396,PAYMENT,0
49,532.1140227505442,8454.530882926687,7956.35813937906,3234.1251532639994,3726.86508015106,TRANSFER,0
110,249.4635043328927,7897.129182726718,7716.063091685418,3832.38935299785,4030.449040908599,PAYMENT,0
197,143.39740823327057,3841.9879237608375,3724.3337165932653,4248.5167496424165,4372.19072249797,PAYMENT,0
496,89.72686484731038,5294.607290701447,5209.8133424131665,2610.170573038555,2692.272712693949,CASH_OUT,0
6,195.98450573802515,6123.413030110569,5964.481158200639,1492.2017807692441,1669.6791450771295,TRANSFER,0
11,39.03422257358047,7000.75164672222,6973.157385379992,4267.789050723417,4297.967133390311,PAYMENT,0
605,650.7661888855796,6191.4325373105585,5685.70498519553,1016.1023254051136,1527.4732240392725,TRANSFER,0
409,82.33008847295004,8455.421646280023,8391.83951789224,2656.4509631057635,2733.525976499052,TRANSFER,0
97,52.41849839582283,4346.826870610779,4308.773591543095,1688.70630098341,1736.8483877456363,PAYMENT,0
181,742.1747294009482,7872.7737361826175,7279.271756019571,3195.431449364983,3812.1970069783274,PAYMENT,0
402,515.409154282977,9678.46753193947,9302.805015092199,1317.4133110884056,1752.4644995928531,PAYMENT,0
166,155.97562054652917,6491.92976408454,6348.11501633479,805.9508707340542,912.9594803129289,TRANSFER,0
97,72.33697123114709,6632.3248279176,6564.42427567522,2397.17105164163,2453.8510063539434,CASH_OUT,0
376,1171.9913186667136,1125.2188921127017,130.71328915179492,1828.4298301816525,2914.276532472155,PAYMENT,0
